Date,Home,Visitor,HomeScore,VisitorScore
20110607,SFN,WAS,1,2
20110607,ANA,TBA,1,4
20110607,BAL,OAK,4,0
20110607,CHA,SEA,5,1
20110607,CLE,MIN,1,0
20110607,KCA,TOR,5,8
20110607,NYA,BOS,4,6
20110607,TEX,DET,1,8
20110608,CIN,CHN,1,4
20110608,FLO,ATL,2,3
20110608,HOU,SLN,4,1
20110608,MIL,NYN,7,6
20110608,PHI,LAN,2,0
20110608,PIT,ARI,3,2
20110608,SDN,COL,3,5
20110608,SFN,WAS,3,1
20110608,ANA,TBA,3,4
20110608,BAL,OAK,3,2
20110608,CHA,SEA,4,7
20110608,CLE,MIN,2,3
20110608,KCA,TOR,8,9
20110608,NYA,BOS,6,11
20110608,TEX,DET,7,3
20110609,COL,LAN,9,7
20110609,FLO,ATL,2,3
20110609,HOU,SLN,2,9
20110609,MIL,NYN,1,4
20110609,PHI,CHN,3,4
20110609,PIT,ARI,0,2
20110609,SDN,WAS,7,3
20110609,SFN,CIN,0,3
20110609,CHA,OAK,9,4
20110609,DET,SEA,4,1
20110609,KCA,TOR,3,2
20110609,MIN,TEX,5,4
20110609,NYA,BOS,3,8
20110610,COL,LAN,6,5
20110610,FLO,ARI,6,4
20110610,HOU,ATL,4,11
20110610,MIL,SLN,8,0
20110610,PHI,CHN,7,5
20110610,PIT,NYN,1,8
20110610,SDN,WAS,1,2
20110610,SFN,CIN,3,2
20110610,ANA,KCA,2,4
20110610,BAL,TBA,7,0
20110610,CHA,OAK,5,7
20110610,DET,SEA,2,3
20110610,MIN,TEX,3,9
20110610,NYA,CLE,11,7
20110610,TOR,BOS,1,5
20110611,COL,LAN,7,11
20110611,FLO,ARI,5,9
20110611,HOU,ATL,3,6
20110611,MIL,SLN,5,3
20110611,PHI,CHN,7,1
20110611,PIT,NYN,3,2
20110611,SDN,WAS,1,2
20110611,SFN,CIN,2,10
20110611,ANA,KCA,7,5
20110611,BAL,TBA,5,7
20110611,CHA,OAK,3,2
20110611,DET,SEA,8,1
20110611,MIN,TEX,8,1
20110611,NYA,CLE,4,0
20110611,TOR,BOS,4,16
20110612,COL,LAN,8,10
20110612,FLO,ARI,1,5
20110612,HOU,ATL,1,4
20110612,MIL,SLN,4,3
20110612,PHI,CHN,4,3
20110612,PIT,NYN,0,7
20110612,SDN,WAS,0,2
20110612,SFN,CIN,4,2
20110612,ANA,KCA,0,9
20110612,BAL,TBA,6,9
20110612,CHA,OAK,5,4
20110612,DET,SEA,3,7
20110612,MIN,TEX,6,1
20110612,NYA,CLE,9,1
20110612,TOR,BOS,1,14
20110613,CHN,MIL,1,0
20110613,COL,SDN,1,3
20110613,FLO,ARI,9,12
20110613,HOU,ATL,8,3
20110613,LAN,CIN,4,6
20110613,PIT,NYN,3,1
20110613,DET,TBA,2,1
20110613,NYA,CLE,0,1
20110613,SEA,ANA,3,6
20110614,ARI,SFN,5,6
20110614,ATL,NYN,3,4
20110614,CHN,MIL,5,4
20110614,COL,SDN,6,3
20110614,HOU,PIT,0,1
20110614,LAN,CIN,2,3
20110614,PHI,FLO,9,1
20110614,WAS,SLN,8,6
20110614,DET,CLE,4,0
20110614,NYA,TEX,12,4
20110614,OAK,KCA,4,7
20110614,SEA,ANA,0,4
20110614,TBA,BOS,4,0
20110614,TOR,BAL,6,5
20110615,ARI,SFN,2,5
20110615,ATL,NYN,0,4
20110615,CHN,MIL,5,9
20110615,COL,SDN,6,3
20110615,HOU,PIT,3,7
20110615,LAN,CIN,2,7
20110615,PHI,FLO,8,1
20110615,PHI,FLO,5,4
20110615,WAS,SLN,10,0
20110615,DET,CLE,4,6
20110615,MIN,CHA,4,1
20110615,NYA,TEX,12,4
20110615,OAK,KCA,2,1
20110615,SEA,ANA,3,1
20110615,TBA,BOS,0,3
20110615,TOR,BAL,4,1
20110616,ARI,SFN,3,2
20110616,ATL,NYN,9,8
20110616,CHN,MIL,12,7
20110616,HOU,PIT,4,5
20110616,PHI,FLO,3,0
20110616,WAS,SLN,7,4
20110616,DET,CLE,6,2
20110616,MIN,CHA,1,0
20110616,NYA,TEX,3,2
20110616,OAK,KCA,8,4
20110616,TBA,BOS,2,4
20110616,TOR,BAL,3,4
20110617,ARI,CHA,4,1
20110617,ATL,TEX,2,6
20110617,CHN,NYA,3,1
20110617,CIN,TOR,2,3
20110617,COL,DET,13,6
20110617,LAN,HOU,3,7
20110617,NYN,ANA,3,4
20110617,SLN,KCA,4,5
20110617,WAS,BAL,8,4
20110617,BOS,MIL,10,4
20110617,CLE,PIT,5,1
20110617,MIN,SDN,6,5
20110617,OAK,SFN,5,2
20110617,SEA,PHI,4,2
20110617,TBA,FLO,5,1
20110618,ARI,CHA,2,6
20110618,ATL,TEX,4,5
20110618,CHN,NYA,3,4
20110618,CIN,TOR,0,4
20110618,COL,DET,5,4
20110618,LAN,HOU,0,7
20110618,NYN,ANA,6,1
20110618,SLN,KCA,5,4
20110618,WAS,BAL,4,2
20110618,BOS,MIL,2,4
20110618,CLE,PIT,5,1
20110618,MIN,SDN,1,0
20110618,OAK,SFN,4,2
20110618,SEA,PHI,1,5
20110618,TBA,FLO,7,4
20110619,ARI,CHA,2,8
20110619,ATL,TEX,4,2
20110619,CHN,NYA,4,10
20110619,CIN,TOR,2,1
20110619,COL,DET,1,9
20110619,LAN,HOU,1,0
20110619,NYN,ANA,3,7
20110619,SLN,KCA,5,4
20110619,WAS,BAL,4,7
20110619,BOS,MIL,12,3
20110619,CLE,PIT,5,2
20110619,MIN,SDN,5,4
20110619,OAK,SFN,2,1
20110619,SEA,PHI,2,0
20110619,TBA,FLO,2,1
20110620,ATL,TOR,2,0
20110620,CIN,NYA,3,5
20110620,FLO,ANA,1,2
20110620,LAN,DET,4,0
20110620,MIL,TBA,4,8
20110620,PIT,BAL,3,8
20110620,BOS,SDN,14,5
20110620,CHA,CHN,3,6
20110620,CLE,COL,7,8
20110620,TEX,HOU,8,3
20110621,ATL,TOR,5,1
20110621,FLO,ANA,5,2
20110621,LAN,DET,6,1
20110621,MIL,TBA,5,1
20110621,NYN,OAK,3,7
20110621,PIT,BAL,9,3
20110621,SFN,MIN,2,9
20110621,SLN,PHI,2,10
20110621,WAS,SEA,6,5
20110621,BOS,SDN,4,5
20110621,CHA,CHN,3,2
20110621,CLE,COL,3,4
20110621,KCA,ARI,2,7
20110621,TEX,HOU,5,4
20110622,ATL,TOR,5,1
20110622,CIN,NYA,2,4
20110622,CIN,NYA,10,2
20110622,FLO,ANA,5,6
20110622,LAN,DET,5,7
20110622,MIL,TBA,3,6
20110622,NYN,OAK,3,2
20110622,PIT,BAL,5,4
20110622,SFN,MIN,5,1
20110622,SLN,PHI,0,4
20110622,WAS,SEA,2,1
20110622,BOS,SDN,1,5
20110622,CHA,CHN,4,3
20110622,CLE,COL,4,3
20110622,KCA,ARI,2,3
20110622,TEX,HOU,3,5
20110623,NYN,OAK,4,1
20110623,SFN,MIN,2,1
20110623,SLN,PHI,12,2
20110623,WAS,SEA,1,0
20110623,KCA,ARI,3,5
20110624,FLO,SEA,1,5
20110624,HOU,TBA,1,5
20110624,LAN,ANA,3,8
20110624,MIL,MIN,4,3
20110624,PHI,OAK,1,0
20110624,PIT,BOS,3,1
20110624,SDN,ATL,11,2
20110624,SFN,CLE,4,3
20110624,SLN,TOR,4,5
20110624,BAL,CIN,5,4
20110624,CHA,WAS,5,9
20110624,DET,ARI,6,7
20110624,KCA,CHN,4,6
20110624,NYA,COL,2,4
20110624,TEX,NYN,8,1
20110625,FLO,SEA,4,2
20110625,HOU,TBA,2,7
20110625,LAN,ANA,1,6
20110625,MIL,MIN,11,1
20110625,PHI,OAK,1,4
20110625,PIT,BOS,6,4
20110625,SDN,ATL,1,10
20110625,SFN,CLE,1,0
20110625,SLN,TOR,3,6
20110625,BAL,CIN,5,10
20110625,CHA,WAS,3,0
20110625,DET,ARI,6,0
20110625,KCA,CHN,3,2
20110625,NYA,COL,8,3
20110625,TEX,NYN,5,14
20110626,FLO,SEA,1,2
20110626,HOU,TBA,10,14
20110626,LAN,ANA,3,2
20110626,MIL,MIN,6,2
20110626,PHI,OAK,3,1
20110626,PIT,BOS,2,4
20110626,SDN,ATL,4,1
20110626,SFN,CLE,3,1
20110626,SLN,TOR,0,5
20110626,BAL,CIN,7,5
20110626,CHA,WAS,1,2
20110626,DET,ARI,8,3
20110626,KCA,CHN,6,3
20110626,NYA,COL,6,4
20110626,TEX,NYN,5,8
20110627,ARI,CLE,4,5
20110627,CHN,COL,7,3
20110627,SDN,KCA,4,3
20110627,ANA,WAS,4,3
20110627,DET,TOR,4,2
20110627,MIN,LAN,0,15
20110627,SEA,ATL,1,3
20110627,TBA,CIN,0,5
20110628,ARI,CLE,6,4
20110628,CHN,SFN,7,13
20110628,CHN,SFN,3,6
20110628,COL,CHA,3,2
20110628,HOU,TEX,3,7
20110628,PHI,BOS,5,0
20110628,SDN,KCA,4,2
20110628,ANA,WAS,11,5
20110628,BAL,SLN,2,6
20110628,DET,NYN,3,14
20110628,MIN,LAN,6,4
20110628,NYA,MIL,12,2
20110628,OAK,FLO,1,0
20110628,SEA,ATL,4,5
20110628,TBA,CIN,4,3
20110628,TOR,PIT,6,7
20110629,ARI,CLE,2,6
20110629,CHN,SFN,2,1
20110629,COL,CHA,2,3
20110629,HOU,TEX,2,3
20110629,PHI,BOS,2,1
20110629,SDN,KCA,4,1
20110629,ANA,WAS,1,0
20110629,BAL,SLN,1,5
20110629,DET,NYN,9,16
20110629,MIN,LAN,1,0
20110629,NYA,MIL,5,2
20110629,OAK,FLO,0,3
20110629,SEA,ATL,3,5
20110629,TBA,CIN,3,4
20110629,TOR,PIT,2,1
20110630,CHN,SFN,5,2
20110630,COL,CHA,4,6
20110630,HOU,TEX,7,0
20110630,PHI,BOS,2,5
20110630,BAL,SLN,6,9
20110630,DET,NYN,5,2
20110630,NYA,MIL,5,0
20110630,OAK,FLO,4,5
20110630,TOR,PIT,2,6
20110701,ATL,BAL,4,0
20110701,CHN,CHA,4,6
20110701,CIN,CLE,2,8
20110701,COL,KCA,9,0
20110701,HOU,BOS,5,7
20110701,NYN,NYA,1,5
20110701,WAS,PIT,2,1
20110701,ANA,LAN,0,5
20110701,DET,SFN,3,4
20110701,MIN,MIL,6,2
20110701,OAK,ARI,5,4
20110701,SEA,SDN,6,0
20110701,TBA,SLN,3,5
20110701,TEX,FLO,15,5
20110701,TOR,PHI,6,7
20110702,ATL,BAL,5,4
20110702,CHN,CHA,0,1
20110702,CIN,CLE,1,3
20110702,COL,KCA,9,6
20110702,HOU,BOS,4,10
20110702,NYN,NYA,2,5
20110702,WAS,PIT,3,5
20110702,WAS,PIT,4,3
20110702,ANA,LAN,7,1
20110702,DET,SFN,3,15
20110702,MIN,MIL,7,8
20110702,OAK,ARI,2,4
20110702,SEA,SDN,0,1
20110702,TBA,SLN,5,1
20110702,TEX,FLO,5,9
20110702,TOR,PHI,3,5
20110703,ATL,BAL,4,5
20110703,CHN,CHA,3,1
20110703,CIN,CLE,7,5
20110703,COL,KCA,8,16
20110703,HOU,BOS,1,2
20110703,NYN,NYA,3,2
20110703,WAS,PIT,2,10
20110703,ANA,LAN,3,1
20110703,DET,SFN,6,3
20110703,MIN,MIL,9,7
20110703,OAK,ARI,7,2
20110703,SEA,SDN,3,1
20110703,TBA,SLN,8,3
20110703,TEX,FLO,4,6
20110703,TOR,PHI,7,4
20110704,ATL,COL,4,1
20110704,FLO,PHI,0,1
20110704,LAN,NYN,2,5
20110704,MIL,ARI,6,8
20110704,PIT,HOU,5,3
20110704,SFN,SDN,3,5
20110704,SLN,CIN,1,0
20110704,WAS,CHN,5,4
20110704,ANA,DET,5,1
20110704,BOS,TOR,7,9
20110704,CHA,KCA,5,4
20110704,CLE,NYA,6,3
20110704,MIN,TBA,7,0
20110704,OAK,SEA,1,2
20110704,TEX,BAL,13,4
20110705,ATL,COL,5,3
20110705,FLO,PHI,2,14
20110705,LAN,NYN,0,6
20110705,MIL,ARI,3,7
20110705,PIT,HOU,5,1
20110705,SFN,SDN,3,5
20110705,SLN,CIN,8,1
20110705,WAS,CHN,3,2
20110705,ANA,DET,1,0
20110705,BOS,TOR,3,2
20110705,CHA,KCA,3,5
20110705,CLE,NYA,2,9
20110705,MIN,TBA,3,2
20110705,OAK,SEA,2,4
20110705,TEX,BAL,4,2
20110706,ATL,COL,9,1
20110706,FLO,PHI,7,6
20110706,LAN,NYN,3,5
20110706,MIL,ARI,3,1
20110706,PIT,HOU,2,8
20110706,SFN,SDN,6,5
20110706,SLN,CIN,8,9
20110706,WAS,CHN,5,4
20110706,ANA,DET,4,5
20110706,BOS,TOR,6,4
20110706,CHA,KCA,1,4
20110706,CLE,NYA,5,3
20110706,MIN,TBA,5,12
20110706,OAK,SEA,2,0
20110706,TEX,BAL,13,5
20110707,ATL,COL,6,3
20110707,FLO,HOU,5,0
20110707,LAN,NYN,6,0
20110707,MIL,CIN,5,4
20110707,SFN,SDN,2,1
20110707,SLN,ARI,1,4
20110707,WAS,CHN,9,10
20110707,ANA,SEA,5,1
20110707,BOS,BAL,10,4
20110707,CHA,MIN,2,6
20110707,CLE,TOR,5,4
20110707,KCA,DET,1,3
20110707,NYA,TBA,1,5
20110707,TEX,OAK,6,0
20110708,FLO,HOU,6,3
20110708,LAN,SDN,1,0
20110708,MIL,CIN,8,7
20110708,PHI,ATL,3,2
20110708,PIT,CHN,7,4
20110708,SFN,NYN,2,5
20110708,SLN,ARI,6,7
20110708,WAS,COL,2,3
20110708,ANA,SEA,4,3
20110708,BOS,BAL,10,3
20110708,CHA,MIN,5,8
20110708,CLE,TOR,7,11
20110708,KCA,DET,4,6
20110708,TEX,OAK,8,5
20110709,FLO,HOU,6,1
20110709,LAN,SDN,1,0
20110709,MIL,CIN,4,8
20110709,PHI,ATL,1,4
20110709,PIT,CHN,3,6
20110709,SFN,NYN,3,1
20110709,SLN,ARI,7,6
20110709,WAS,COL,1,2
20110709,ANA,SEA,9,3
20110709,BOS,BAL,4,0
20110709,CHA,MIN,4,3
20110709,CLE,TOR,4,5
20110709,KCA,DET,13,6
20110709,NYA,TBA,5,4
20110709,TEX,OAK,7,6
20110710,FLO,HOU,5,4
20110710,LAN,SDN,4,1
20110710,MIL,CIN,4,3
20110710,PHI,ATL,14,1
20110710,PIT,CHN,9,1
20110710,SFN,NYN,4,2
20110710,SLN,ARI,4,2
20110710,WAS,COL,2,0
20110710,ANA,SEA,4,2
20110710,BOS,BAL,8,6
20110710,CHA,MIN,3,6
20110710,CLE,TOR,1,7
20110710,KCA,DET,1,2
20110710,NYA,TBA,1,0
20110710,TEX,OAK,2,0
20110714,CHN,FLO,3,6
20110714,COL,MIL,12,3
20110714,SDN,SFN,2,6
20110714,BAL,CLE,4,8
20110714,MIN,KCA,8,4
20110714,SEA,TEX,0,5
20110714,TOR,NYA,16,7
20110715,ARI,LAN,4,6
20110715,ATL,WAS,11,1
20110715,CHN,FLO,2,1
20110715,CIN,SLN,6,5
20110715,COL,MIL,4,0
20110715,HOU,PIT,0,4
20110715,NYN,PHI,2,7
20110715,SDN,SFN,1,6
20110715,BAL,CLE,5,6
20110715,DET,CHA,2,8
20110715,MIN,KCA,1,2
20110715,OAK,ANA,5,3
20110715,SEA,TEX,0,4
20110715,TBA,BOS,9,6
20110715,TOR,NYA,7,1
20110716,ARI,LAN,3,2
20110716,ATL,WAS,2,5
20110716,CHN,FLO,3,13
20110716,CIN,SLN,1,4
20110716,COL,MIL,7,8
20110716,HOU,PIT,6,4
20110716,NYN,PHI,11,2
20110716,SDN,SFN,11,3
20110716,BAL,CLE,6,5
20110716,DET,CHA,0,5
20110716,MIN,KCA,4,3
20110716,OAK,ANA,2,4
20110716,OAK,ANA,4,3
20110716,SEA,TEX,1,5
20110716,TBA,BOS,5,9
20110716,TOR,NYA,1,4
20110717,ARI,LAN,4,1
20110717,ATL,WAS,9,8
20110717,CHN,FLO,5,7
20110717,CIN,SLN,3,1
20110717,COL,MIL,3,4
20110717,HOU,PIT,5,7
20110717,NYN,PHI,5,8
20110717,SDN,SFN,3,4
20110717,BAL,CLE,8,3
20110717,DET,CHA,4,3
20110717,MIN,KCA,4,3
20110717,OAK,ANA,9,1
20110717,SEA,TEX,1,3
20110717,TBA,BOS,0,1
20110717,TOR,NYA,2,7
20110718,ARI,MIL,3,0
20110718,CHN,PHI,6,1
20110718,COL,ATL,4,7
20110718,HOU,WAS,2,5
20110718,NYN,FLO,1,4
20110718,PIT,CIN,2,0
20110718,SFN,LAN,5,0
20110718,BAL,BOS,10,15
20110718,KCA,CHA,2,5
20110718,MIN,CLE,2,5
20110718,MIN,CLE,3,6
20110718,TBA,NYA,4,5
20110719,ARI,MIL,3,11
20110719,CHN,PHI,2,4
20110719,COL,ATL,12,3
20110719,FLO,SDN,0,4
20110719,HOU,WAS,7,6
20110719,NYN,SLN,4,2
20110719,PIT,CIN,1,0
20110719,SFN,LAN,5,3
20110719,ANA,TEX,0,7
20110719,BAL,BOS,6,2
20110719,DET,OAK,8,3
20110719,KCA,CHA,4,2
20110719,MIN,CLE,2,1
20110719,TBA,NYA,3,2
20110719,TOR,SEA,6,5
20110720,ARI,MIL,2,5
20110720,CHN,PHI,1,9
20110720,COL,ATL,3,2
20110720,FLO,SDN,3,14
20110720,HOU,WAS,3,2
20110720,NYN,SLN,6,5
20110720,PIT,CIN,1,3
20110720,SFN,LAN,0,1
20110720,ANA,TEX,9,8
20110720,BAL,BOS,0,4
20110720,DET,OAK,5,7
20110720,KCA,CHA,2,1
20110720,MIN,CLE,7,5
20110720,TBA,NYA,0,4
20110720,TOR,SEA,11,6
20110721,ARI,MIL,4,0
20110721,COL,ATL,6,9
20110721,FLO,SDN,3,5
20110721,NYN,SLN,2,6
20110721,ANA,TEX,1,0
20110721,MIN,DET,2,6
20110721,TBA,NYA,2,1
20110721,TOR,SEA,7,5
20110722,ARI,COL,4,8
20110722,CHN,HOU,4,2
20110722,CIN,ATL,4,6
20110722,FLO,NYN,6,7
20110722,LAN,WAS,2,7
20110722,PHI,SDN,3,1
20110722,PIT,SLN,4,6
20110722,SFN,MIL,2,4
20110722,BAL,ANA,1,6
20110722,BOS,SEA,7,4
20110722,CLE,CHA,0,3
20110722,KCA,TBA,10,4
20110722,MIN,DET,2,8
20110722,NYA,OAK,17,7
20110722,TEX,TOR,12,2
20110723,ARI,COL,12,3
20110723,CHN,HOU,5,1
20110723,CIN,ATL,11,2
20110723,FLO,NYN,8,5
20110723,LAN,WAS,7,6
20110723,PHI,SDN,8,6
20110723,PIT,SLN,1,9
20110723,SFN,MIL,4,2
20110723,BAL,ANA,3,2
20110723,BOS,SEA,3,1
20110723,KCA,TBA,5,4
20110723,MIN,DET,4,1
20110723,NYA,OAK,3,4
20110723,TEX,TOR,5,4
20110724,ARI,COL,7,0
20110724,CHN,HOU,5,4
20110724,CIN,ATL,4,3
20110724,FLO,NYN,5,4
20110724,LAN,WAS,3,1
20110724,PHI,SDN,5,3
20110724,PIT,SLN,4,3
20110724,SFN,MIL,2,1
20110724,BAL,ANA,3,9
20110724,BOS,SEA,12,8
20110724,CLE,CHA,2,4
20110724,KCA,TBA,0,5
20110724,MIN,DET,2,5
20110724,NYA,OAK,7,5
20110724,TEX,TOR,0,3
20110725,ATL,PIT,1,3
20110725,CIN,NYN,2,4
20110725,LAN,COL,8,5
20110725,PHI,SDN,4,5
20110725,SLN,HOU,10,5
20110725,BOS,KCA,1,3
20110725,CHA,DET,6,3
20110725,CLE,ANA,3,2
20110725,NYA,SEA,10,3
20110725,OAK,TBA,7,5
20110725,TEX,MIN,20,6
20110726,ATL,PIT,4,3
20110726,CIN,NYN,6,8
20110726,LAN,COL,3,2
20110726,MIL,CHN,3,2
20110726,PHI,SFN,7,2
20110726,SDN,ARI,1,6
20110726,SLN,HOU,3,1
20110726,WAS,FLO,2,11
20110726,BOS,KCA,13,9
20110726,CHA,DET,4,5
20110726,CLE,ANA,1,2
20110726,NYA,SEA,4,1
20110726,OAK,TBA,6,1
20110726,TEX,MIN,8,9
20110726,TOR,BAL,4,12
20110727,ATL,PIT,2,1
20110727,CIN,NYN,2,8
20110727,LAN,COL,1,3
20110727,MIL,CHN,2,0
20110727,PHI,SFN,1,2
20110727,SDN,ARI,3,4
20110727,SLN,HOU,2,4
20110727,WAS,FLO,5,7
20110727,BOS,KCA,12,5
20110727,CHA,DET,2,1
20110727,CLE,ANA,1,3
20110727,NYA,SEA,2,9
20110727,OAK,TBA,13,4
20110727,TEX,MIN,2,7
20110727,TOR,BAL,3,0
20110728,ATL,PIT,2,5
20110728,CIN,NYN,9,10
20110728,MIL,CHN,4,2
20110728,PHI,SFN,1,4
20110728,SDN,ARI,4,3
20110728,SLN,HOU,3,5
20110728,WAS,FLO,2,5
20110728,BOS,KCA,3,4
20110728,DET,ANA,7,12
20110728,OAK,TBA,8,10
20110728,TEX,MIN,4,1
20110728,TOR,BAL,8,5
20110729,ATL,FLO,5,0
20110729,CIN,SFN,4,3
20110729,LAN,ARI,9,5
20110729,MIL,HOU,4,0
20110729,PHI,PIT,10,3
20110729,SDN,COL,2,3
20110729,SLN,CHN,9,2
20110729,WAS,NYN,5,8
20110729,CHA,BOS,3,1
20110729,CLE,KCA,0,12
20110729,DET,ANA,12,2
20110729,NYA,BAL,2,4
20110729,OAK,MIN,5,9
20110729,SEA,TBA,0,8
20110729,TOR,TEX,3,2
20110730,ATL,FLO,5,1
20110730,CIN,SFN,7,2
20110730,LAN,ARI,4,6
20110730,MIL,HOU,6,2
20110730,PHI,PIT,7,4
20110730,SDN,COL,6,10
20110730,SLN,CHN,13,5
20110730,WAS,NYN,3,0
20110730,CHA,BOS,2,10
20110730,CLE,KCA,5,2
20110730,DET,ANA,1,5
20110730,NYA,BAL,8,3
20110730,NYA,BAL,17,3
20110730,OAK,MIN,8,3
20110730,SEA,TBA,3,2
20110730,TOR,TEX,0,3
20110731,ATL,FLO,1,3
20110731,CIN,SFN,9,0
20110731,LAN,ARI,3,6
20110731,MIL,HOU,5,4
20110731,PHI,PIT,6,5
20110731,SDN,COL,8,3
20110731,SLN,CHN,3,6
20110731,WAS,NYN,3,2
20110731,CHA,BOS,3,5
20110731,CLE,KCA,3,5
20110731,DET,ANA,3,2
20110731,NYA,BAL,4,2
20110731,OAK,MIN,7,3
20110731,SEA,TBA,1,8
20110731,TOR,TEX,7,3
20110801,COL,PHI,3,4
20110801,HOU,CIN,4,3
20110801,MIL,SLN,6,2
20110801,NYN,FLO,3,7
20110801,PIT,CHN,3,5
20110801,SDN,LAN,2,6
20110801,SFN,ARI,2,5
20110801,WAS,ATL,5,3
20110801,BOS,CLE,6,9
20110801,CHA,NYA,2,3
20110801,SEA,OAK,8,4
20110802,COL,PHI,0,5
20110802,HOU,CIN,1,5
20110802,MIL,SLN,7,8
20110802,NYN,FLO,3,4
20110802,PIT,CHN,6,11
20110802,SDN,LAN,0,1
20110802,SFN,ARI,1,6
20110802,WAS,ATL,9,3
20110802,ANA,MIN,5,1
20110802,BOS,CLE,3,2
20110802,CHA,NYA,0,6
20110802,DET,TEX,6,5
20110802,KCA,BAL,2,8
20110802,SEA,OAK,4,2
20110802,TBA,TOR,1,3
20110803,COL,PHI,6,8
20110803,HOU,CIN,5,4
20110803,MIL,SLN,10,5
20110803,PIT,CHN,0,1
20110803,SDN,LAN,3,0
20110803,SFN,ARI,8,1
20110803,WAS,ATL,4,6
20110803,ANA,MIN,4,11
20110803,BOS,CLE,4,3
20110803,CHA,NYA,7,18
20110803,DET,TEX,5,4
20110803,KCA,BAL,6,2
20110803,SEA,OAK,7,4
20110803,TBA,TOR,9,1
20110804,COL,WAS,6,3
20110804,FLO,SLN,4,7
20110804,PIT,CHN,6,7
20110804,SFN,PHI,0,3
20110804,ANA,MIN,7,1
20110804,BOS,CLE,3,7
20110804,CHA,NYA,2,7
20110804,DET,TEX,2,5
20110804,KCA,BAL,9,4
20110804,TBA,TOR,7,6
20110805,ARI,LAN,4,7
20110805,CHN,CIN,4,3
20110805,COL,WAS,3,5
20110805,FLO,SLN,2,3
20110805,HOU,MIL,1,8
20110805,NYN,ATL,1,4
20110805,PIT,SDN,5,15
20110805,SFN,PHI,2,9
20110805,ANA,SEA,1,0
20110805,BAL,TOR,4,5
20110805,BOS,NYA,2,3
20110805,KCA,DET,3,4
20110805,MIN,CHA,3,5
20110805,TBA,OAK,8,4
20110805,TEX,CLE,8,7
20110806,ARI,LAN,3,5
20110806,CHN,CIN,11,4
20110806,COL,WAS,15,7
20110806,FLO,SLN,1,2
20110806,HOU,MIL,5,7
20110806,NYN,ATL,11,7
20110806,PIT,SDN,2,13
20110806,SFN,PHI,1,2
20110806,ANA,SEA,1,5
20110806,BAL,TOR,6,2
20110806,BOS,NYA,10,4
20110806,KCA,DET,3,4
20110806,MIN,CHA,1,6
20110806,TBA,OAK,0,8
20110806,TEX,CLE,5,7
20110807,ARI,LAN,4,3
20110807,CHN,CIN,7,8
20110807,COL,WAS,2,3
20110807,FLO,SLN,4,8
20110807,HOU,MIL,3,7
20110807,NYN,ATL,5,6
20110807,PIT,SDN,3,7
20110807,SFN,PHI,3,1
20110807,ANA,SEA,2,1
20110807,BAL,TOR,2,7
20110807,BOS,NYA,3,2
20110807,KCA,DET,4,3
20110807,MIN,CHA,0,7
20110807,TBA,OAK,4,5
20110807,TEX,CLE,5,3
20110808,ARI,HOU,1,9
20110808,CIN,COL,7,10
20110808,FLO,ATL,5,8
20110808,LAN,PHI,3,5
20110808,NYN,SDN,9,8
20110808,SFN,PIT,0,5
20110808,BAL,CHA,6,7
20110808,MIN,BOS,6,8
20110808,TBA,KCA,2,1
20110808,TEX,SEA,9,2
20110809,ARI,HOU,11,9
20110809,CHN,WAS,1,3
20110809,CIN,COL,2,3
20110809,FLO,ATL,3,4
20110809,LAN,PHI,1,2
20110809,NYN,SDN,5,4
20110809,SFN,PIT,6,0
20110809,SLN,MIL,3,5
20110809,BAL,CHA,3,4
20110809,CLE,DET,3,2
20110809,MIN,BOS,3,4
20110809,NYA,ANA,4,6
20110809,TBA,KCA,4,0
20110809,TEX,SEA,7,6
20110809,TOR,OAK,1,4
20110810,ARI,HOU,6,3
20110810,CHN,WAS,4,2
20110810,CIN,COL,3,2
20110810,FLO,ATL,2,6
20110810,LAN,PHI,8,9
20110810,NYN,SDN,5,9
20110810,SFN,PIT,2,9
20110810,SLN,MIL,1,5
20110810,BAL,CHA,6,4
20110810,CLE,DET,10,3
20110810,MIN,BOS,5,2
20110810,NYA,ANA,9,3
20110810,TBA,KCA,8,7
20110810,TEX,SEA,3,4
20110810,TOR,OAK,8,4
20110811,ARI,HOU,8,5
20110811,CHN,WAS,4,3
20110811,CIN,COL,2,1
20110811,NYN,SDN,2,3
20110811,SLN,MIL,5,2
20110811,BAL,CHA,3,6
20110811,CLE,DET,3,4
20110811,NYA,ANA,6,5
20110811,TBA,KCA,4,1
20110811,TOR,OAK,3,10
20110812,ARI,NYN,4,3
20110812,ATL,CHN,10,4
20110812,CIN,SDN,5,3
20110812,FLO,SFN,2,1
20110812,LAN,HOU,1,0
20110812,MIL,PIT,7,2
20110812,PHI,WAS,2,4
20110812,SLN,COL,6,1
20110812,BAL,DET,4,5
20110812,CHA,KCA,1,5
20110812,CLE,MIN,3,2
20110812,NYA,TBA,1,5
20110812,OAK,TEX,1,9
20110812,SEA,BOS,4,6
20110812,TOR,ANA,1,5
20110813,ARI,NYN,6,4
20110813,ATL,CHN,4,8
20110813,CIN,SDN,13,1
20110813,FLO,SFN,0,3
20110813,LAN,HOU,6,1
20110813,MIL,PIT,1,0
20110813,PHI,WAS,11,3
20110813,SLN,COL,1,6
20110813,BAL,DET,5,6
20110813,CHA,KCA,5,4
20110813,CLE,MIN,3,1
